@relation class
@attribute sex {Female,Male}
@attribute workclass {Federal-gov,Local-gov,Private,Self-emp-inc,Self-emp-not-inc,State-gov,Without-pay}
@attribute education {Associates,Bachelors,Doctorate,Dropout,High-School-grad,Masters,Prof-school}
@attribute race {Amer-Indian-Eskimo,Asian-Pac-Islander,Black,Other,White}
@attribute marital-status {Married,Never-married,Separated,Widowed}
@attribute occupation {Admin,Blue-Collar,Military,Other,Professional,Sales,Service,White-Collar}
@attribute relationship {Husband,Not-in-family,Other-relative,Own-child,Unmarried,Wife}
@attribute capital-gain {high,low,medium-high,medium-low}
@attribute capital-loss {high,low,medium-high,medium-low}
@attribute hours-per-week {39.5-40.5,40.5-50.5,<39.5,>=50.5}
@attribute age {26-33,34-41,42-50,<25,>=51}
@attribute class {<=50K,>50K}
@data
Male,State-gov,Masters,White,Married,White-Collar,Husband,low,low,40.5-50.5,42-50,>50K
Male,Self-emp-not-inc,High-School-grad,White,Married,Sales,Husband,low,low,39.5-40.5,>=51,>50K
Male,Private,High-School-grad,White,Married,Professional,Husband,low,low,39.5-40.5,34-41,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,<25,>50K
Male,Private,High-School-grad,Asian-Pac-Islander,Married,Professional,Husband,low,low,<39.5,42-50,>50K
Male,Private,Masters,White,Married,Other,Husband,low,low,>=50.5,34-41,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,26-33,>50K
Male,Federal-gov,High-School-grad,White,Separated,Admin,Not-in-family,low,low,39.5-40.5,34-41,>50K
Female,Private,Masters,White,Married,Professional,Wife,low,medium-high,<39.5,34-41,>50K
Male,State-gov,Bachelors,White,Married,Professional,Husband,low,low,40.5-50.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,>=50.5,42-50,>50K
Male,Private,High-School-grad,White,Separated,Blue-Collar,Unmarried,low,low,39.5-40.5,34-41,>50K
Female,Private,High-School-grad,White,Separated,Professional,Unmarried,low,low,39.5-40.5,>=51,>50K
Male,State-gov,Masters,White,Married,Professional,Husband,low,low,>=50.5,>=51,>50K
Male,Private,Bachelors,White,Married,Sales,Husband,low,low,39.5-40.5,26-33,>50K
Male,Private,High-School-grad,White,Married,Sales,Husband,low,low,39.5-40.5,>=51,>50K
Female,Private,Associates,White,Married,Professional,Wife,low,medium-high,<39.5,42-50,>50K
Male,Federal-gov,Masters,White,Married,Professional,Husband,low,low,39.5-40.5,34-41,>50K
Male,Private,Bachelors,White,Married,Professional,Husband,low,low,40.5-50.5,>=51,>50K
Male,Private,Associates,Black,Married,Sales,Husband,low,medium-high,40.5-50.5,34-41,>50K
Male,Private,Doctorate,White,Married,Professional,Husband,low,low,39.5-40.5,42-50,>50K
Female,Private,Associates,White,Married,Professional,Wife,low,low,<39.5,42-50,>50K
Male,Private,Prof-school,White,Married,Professional,Husband,high,low,40.5-50.5,42-50,>50K
Male,Private,Bachelors,White,Married,Admin,Husband,low,low,39.5-40.5,>=51,>50K
Male,Local-gov,High-School-grad,White,Married,Blue-Collar,Husband,medium-high,low,39.5-40.5,42-50,>50K
Male,Private,Masters,White,Married,White-Collar,Husband,low,low,40.5-50.5,42-50,>50K
Female,Private,Masters,White,Separated,White-Collar,Not-in-family,high,low,40.5-50.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Other,Husband,low,low,<39.5,42-50,>50K
Female,Private,Bachelors,White,Separated,White-Collar,Not-in-family,low,low,40.5-50.5,34-41,>50K
Male,Private,Prof-school,Asian-Pac-Islander,Never-married,Other,Not-in-family,low,medium-low,39.5-40.5,34-41,>50K
Male,Private,Masters,White,Married,White-Collar,Husband,low,high,39.5-40.5,42-50,>50K
Male,Private,High-School-grad,Asian-Pac-Islander,Separated,Blue-Collar,Not-in-family,high,low,39.5-40.5,42-50,>50K
Female,Private,Masters,White,Married,White-Collar,Wife,low,high,>=50.5,34-41,>50K
Male,Self-emp-not-inc,Bachelors,White,Married,Sales,Husband,low,low,40.5-50.5,34-41,>50K
Male,Private,Bachelors,White,Married,White-Collar,Husband,low,low,39.5-40.5,34-41,>50K
Female,Private,Masters,White,Separated,White-Collar,Not-in-family,low,low,39.5-40.5,>=51,>50K
Male,Private,Masters,White,Married,Professional,Husband,low,low,40.5-50.5,34-41,>50K
Male,Private,Masters,White,Married,Admin,Husband,low,low,>=50.5,>=51,>50K
Female,Private,Bachelors,White,Never-married,Admin,Not-in-family,high,low,39.5-40.5,>=51,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,42-50,>50K
Male,Self-emp-not-inc,Bachelors,White,Married,Professional,Husband,low,low,>=50.5,34-41,>50K
Male,State-gov,Doctorate,White,Married,White-Collar,Husband,low,medium-high,40.5-50.5,>=51,>50K
Male,Federal-gov,High-School-grad,Black,Married,Admin,Husband,low,low,>=50.5,34-41,>50K
Male,Private,Masters,White,Married,White-Collar,Husband,high,low,39.5-40.5,42-50,>50K
Male,Private,Bachelors,White,Married,Professional,Husband,low,low,>=50.5,34-41,>50K
Male,Private,Bachelors,White,Married,Professional,Husband,low,low,40.5-50.5,>=51,>50K
Male,Private,Doctorate,White,Married,Professional,Husband,low,low,>=50.5,42-50,>50K
Male,Private,High-School-grad,White,Never-married,Blue-Collar,Not-in-family,high,low,40.5-50.5,<25,>50K
Male,Private,High-School-grad,White,Married,Sales,Husband,low,low,39.5-40.5,42-50,>50K
Male,Private,Masters,White,Married,Sales,Husband,low,low,39.5-40.5,34-41,>50K
Male,Private,Masters,White,Never-married,White-Collar,Not-in-family,low,low,39.5-40.5,34-41,>50K
Male,Private,Masters,White,Married,Professional,Husband,low,low,40.5-50.5,42-50,>50K
Male,Private,Associates,White,Never-married,Professional,Not-in-family,low,low,40.5-50.5,<25,>50K
Male,Private,High-School-grad,White,Married,Admin,Husband,low,low,40.5-50.5,26-33,>50K
Male,Private,Bachelors,White,Married,Sales,Husband,low,low,40.5-50.5,26-33,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,>=50.5,34-41,>50K
Male,Self-emp-not-inc,Bachelors,White,Married,White-Collar,Husband,low,high,40.5-50.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Sales,Husband,low,low,39.5-40.5,42-50,>50K
Male,Private,Dropout,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,34-41,>50K
Male,Federal-gov,High-School-grad,White,Married,White-Collar,Husband,low,low,39.5-40.5,34-41,>50K
Male,Self-emp-inc,Bachelors,White,Married,Sales,Husband,high,low,>=50.5,42-50,>50K
Female,Private,Bachelors,White,Married,Professional,Wife,medium-high,low,40.5-50.5,26-33,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,high,39.5-40.5,>=51,>50K
Male,Local-gov,High-School-grad,White,Married,White-Collar,Husband,low,low,39.5-40.5,42-50,>50K
Female,Private,Masters,White,Married,Professional,Wife,low,low,39.5-40.5,>=51,>50K
Male,Private,High-School-grad,White,Married,Sales,Husband,low,low,40.5-50.5,>=51,>50K
Male,Private,High-School-grad,White,Married,White-Collar,Husband,low,low,<39.5,42-50,>50K
Male,Private,Associates,Black,Never-married,Other,Not-in-family,high,low,39.5-40.5,34-41,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,>=51,>50K
Male,Private,Masters,White,Married,Professional,Husband,low,low,<39.5,34-41,>50K
Male,Self-emp-inc,Dropout,White,Married,Blue-Collar,Husband,low,high,>=50.5,42-50,>50K
Female,Local-gov,Bachelors,White,Never-married,Professional,Not-in-family,low,low,40.5-50.5,42-50,>50K
Male,Self-emp-inc,Doctorate,Black,Married,Professional,Husband,low,low,>=50.5,42-50,>50K
Male,Private,High-School-grad,White,Married,White-Collar,Husband,low,low,>=50.5,34-41,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,34-41,>50K
Female,Private,High-School-grad,White,Married,White-Collar,Wife,low,low,>=50.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Sales,Husband,low,low,>=50.5,42-50,>50K
Female,Self-emp-not-inc,Masters,White,Married,White-Collar,Wife,low,medium-high,>=50.5,42-50,>50K
Male,Private,High-School-grad,White,Separated,Professional,Not-in-family,high,low,40.5-50.5,>=51,>50K
Female,Federal-gov,Bachelors,Black,Separated,White-Collar,Unmarried,low,low,40.5-50.5,>=51,>50K
Female,Self-emp-not-inc,Masters,White,Married,White-Collar,Wife,low,low,<39.5,26-33,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,>=51,>50K
Female,State-gov,High-School-grad,White,Married,Admin,Wife,medium-low,low,39.5-40.5,34-41,>50K
Male,Private,Bachelors,White,Married,Professional,Husband,high,low,40.5-50.5,42-50,>50K
Female,Local-gov,Masters,White,Separated,Professional,Unmarried,medium-high,low,<39.5,34-41,>50K
Male,Private,High-School-grad,White,Married,White-Collar,Husband,low,low,39.5-40.5,42-50,>50K
Male,Self-emp-inc,Doctorate,White,Married,Professional,Husband,medium-high,low,>=50.5,42-50,>50K
Female,Self-emp-not-inc,High-School-grad,White,Separated,Blue-Collar,Not-in-family,high,low,<39.5,>=51,>50K
Male,Private,High-School-grad,Black,Married,Blue-Collar,Husband,medium-high,low,40.5-50.5,42-50,>50K
Male,Private,Bachelors,White,Married,Service,Husband,low,low,40.5-50.5,26-33,>50K
Male,Private,High-School-grad,Black,Married,White-Collar,Husband,low,low,40.5-50.5,>=51,>50K
Male,Local-gov,Bachelors,White,Married,Other,Husband,low,low,40.5-50.5,42-50,>50K
Male,Federal-gov,Doctorate,Asian-Pac-Islander,Married,Professional,Husband,high,low,39.5-40.5,>=51,>50K
Female,Private,Bachelors,Black,Married,Sales,Wife,high,low,40.5-50.5,26-33,>50K
Male,Private,Masters,White,Married,White-Collar,Husband,low,low,40.5-50.5,42-50,>50K
Male,Private,Prof-school,White,Married,Professional,Husband,medium-high,low,>=50.5,34-41,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,42-50,>50K
Male,Self-emp-inc,Prof-school,White,Married,Professional,Husband,low,high,40.5-50.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Other,Husband,low,low,>=50.5,26-33,>50K
Male,Self-emp-inc,High-School-grad,White,Married,White-Collar,Husband,low,low,<39.5,>=51,>50K
Male,Private,Bachelors,White,Married,Sales,Husband,high,low,40.5-50.5,34-41,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,40.5-50.5,>=51,>50K
Male,Private,Masters,White,Married,Professional,Husband,medium-high,low,39.5-40.5,34-41,>50K
Male,Self-emp-inc,Doctorate,White,Married,Professional,Husband,high,low,>=50.5,>=51,>50K
Male,Private,Dropout,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Other,Husband,low,low,>=50.5,34-41,>50K
Male,Private,High-School-grad,White,Married,Sales,Husband,low,medium-high,39.5-40.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,<39.5,>=51,>50K
Male,Private,Associates,White,Married,Other,Husband,low,low,39.5-40.5,>=51,>50K
Female,Private,Doctorate,White,Married,White-Collar,Wife,high,low,<39.5,34-41,>50K
Female,Private,Bachelors,White,Never-married,Professional,Not-in-family,low,low,>=50.5,26-33,>50K
Male,Self-emp-inc,High-School-grad,White,Married,Blue-Collar,Husband,low,low,40.5-50.5,>=51,>50K
Female,Private,Bachelors,White,Never-married,White-Collar,Not-in-family,low,low,>=50.5,42-50,>50K
Male,Private,High-School-grad,White,Married,White-Collar,Husband,low,medium-high,>=50.5,>=51,>50K
Female,State-gov,Bachelors,White,Married,Professional,Wife,low,low,<39.5,>=51,>50K
Female,Federal-gov,Bachelors,White,Separated,Professional,Unmarried,low,low,40.5-50.5,42-50,>50K
Male,Self-emp-inc,High-School-grad,White,Married,White-Collar,Husband,low,low,39.5-40.5,42-50,>50K
Female,Self-emp-not-inc,Associates,White,Married,White-Collar,Wife,low,low,<39.5,42-50,>50K
Male,Private,Masters,White,Married,Professional,Husband,low,low,40.5-50.5,26-33,>50K
Male,Federal-gov,High-School-grad,White,Married,Professional,Husband,low,low,39.5-40.5,42-50,>50K
Male,Private,Dropout,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,34-41,>50K
Male,Private,Masters,White,Married,Professional,Husband,low,low,40.5-50.5,34-41,>50K
Female,Private,Bachelors,White,Married,White-Collar,Wife,low,low,40.5-50.5,26-33,>50K
Male,Private,Bachelors,White,Married,Sales,Husband,low,medium-high,>=50.5,42-50,>50K
Male,Private,Masters,White,Married,Professional,Husband,low,low,39.5-40.5,42-50,>50K
Male,Self-emp-inc,Bachelors,White,Married,Blue-Collar,Husband,low,low,>=50.5,42-50,>50K
Male,Self-emp-not-inc,High-School-grad,White,Married,White-Collar,Husband,low,low,40.5-50.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,high,39.5-40.5,>=51,>50K
Male,Self-emp-inc,Bachelors,White,Married,Sales,Husband,low,low,39.5-40.5,42-50,>50K
Male,Private,Doctorate,White,Married,Professional,Husband,low,low,>=50.5,26-33,>50K
Male,Self-emp-not-inc,High-School-grad,White,Married,Blue-Collar,Husband,low,low,40.5-50.5,26-33,>50K
Male,Private,Masters,White,Married,White-Collar,Husband,low,high,40.5-50.5,42-50,>50K
Male,Self-emp-not-inc,High-School-grad,White,Married,Sales,Husband,low,low,>=50.5,42-50,>50K
Male,Self-emp-inc,Prof-school,White,Married,Professional,Husband,high,low,<39.5,>=51,>50K
Male,Self-emp-inc,High-School-grad,White,Married,Sales,Husband,high,low,>=50.5,34-41,>50K
Male,Private,Bachelors,White,Married,Professional,Husband,low,medium-high,40.5-50.5,>=51,>50K
Female,Self-emp-not-inc,Associates,White,Married,Service,Wife,low,low,<39.5,26-33,>50K
Male,Private,Bachelors,White,Married,White-Collar,Husband,low,low,>=50.5,42-50,>50K
Male,Private,Masters,White,Married,Professional,Husband,low,low,39.5-40.5,>=51,>50K
Male,Private,Bachelors,White,Married,Professional,Husband,low,low,40.5-50.5,34-41,>50K
Male,Self-emp-inc,High-School-grad,White,Married,Blue-Collar,Husband,medium-high,low,40.5-50.5,>=51,>50K
Male,Private,Prof-school,White,Married,Professional,Husband,low,medium-high,>=50.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,>=51,>50K
Male,Private,High-School-grad,White,Separated,Blue-Collar,Not-in-family,low,low,<39.5,>=51,>50K
Male,Private,Bachelors,White,Married,Professional,Husband,low,low,39.5-40.5,>=51,>50K
Female,Private,Bachelors,White,Married,Professional,Wife,low,low,39.5-40.5,26-33,>50K
Female,Private,High-School-grad,White,Widowed,White-Collar,Not-in-family,low,low,39.5-40.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,42-50,>50K
Male,Private,Masters,White,Married,White-Collar,Husband,low,medium-high,40.5-50.5,26-33,>50K
Male,Private,Masters,White,Married,Professional,Husband,low,low,39.5-40.5,26-33,>50K
Male,Self-emp-inc,Prof-school,White,Married,Professional,Husband,low,high,40.5-50.5,42-50,>50K
Male,Private,Bachelors,White,Married,White-Collar,Husband,high,low,39.5-40.5,>=51,>50K
Female,Self-emp-not-inc,Doctorate,White,Never-married,Professional,Not-in-family,low,high,>=50.5,34-41,>50K
Male,Private,High-School-grad,Black,Married,Blue-Collar,Husband,low,low,39.5-40.5,34-41,>50K
Male,Private,Prof-school,White,Married,Professional,Husband,medium-high,low,<39.5,42-50,>50K
Male,Self-emp-not-inc,Bachelors,Black,Never-married,Sales,Not-in-family,low,low,39.5-40.5,26-33,>50K
Female,Self-emp-inc,Associates,White,Married,White-Collar,Wife,low,low,39.5-40.5,34-41,>50K
Female,Self-emp-not-inc,Associates,White,Married,Professional,Wife,low,low,<39.5,34-41,>50K
Male,Private,Bachelors,Black,Married,White-Collar,Husband,low,low,39.5-40.5,42-50,>50K
Male,Private,Dropout,White,Married,White-Collar,Husband,low,low,40.5-50.5,42-50,>50K
Male,Private,Dropout,Asian-Pac-Islander,Married,Blue-Collar,Husband,medium-high,low,39.5-40.5,>=51,>50K
Female,Private,Masters,White,Married,Professional,Wife,medium-high,low,<39.5,42-50,>50K
Male,Self-emp-inc,Bachelors,White,Married,Sales,Husband,low,low,40.5-50.5,26-33,>50K
Female,Private,High-School-grad,White,Married,Admin,Wife,low,low,39.5-40.5,42-50,>50K
Male,Private,Bachelors,White,Married,White-Collar,Husband,low,low,40.5-50.5,34-41,>50K
Male,Private,Associates,White,Married,Blue-Collar,Husband,medium-high,low,39.5-40.5,>=51,>50K
Female,Private,Bachelors,White,Married,White-Collar,Wife,low,low,39.5-40.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,42-50,>50K
Male,Private,Masters,White,Married,White-Collar,Husband,low,low,40.5-50.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Professional,Husband,low,low,39.5-40.5,42-50,>50K
Male,Private,Associates,Black,Married,Blue-Collar,Husband,low,low,39.5-40.5,>=51,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,26-33,>50K
Male,Private,Bachelors,White,Married,Other,Husband,medium-low,low,40.5-50.5,34-41,>50K
Male,Private,Masters,White,Married,White-Collar,Husband,low,low,40.5-50.5,>=51,>50K
Male,Self-emp-inc,High-School-grad,White,Married,Sales,Husband,low,low,>=50.5,34-41,>50K
Male,Self-emp-inc,High-School-grad,White,Separated,Sales,Not-in-family,high,low,40.5-50.5,>=51,>50K
Male,Local-gov,High-School-grad,White,Married,Other,Husband,low,low,39.5-40.5,26-33,>50K
Male,Private,Masters,White,Married,Sales,Husband,low,low,40.5-50.5,26-33,>50K
Male,Private,Masters,Asian-Pac-Islander,Married,Professional,Husband,low,medium-high,>=50.5,42-50,>50K
Male,Federal-gov,Associates,White,Married,Service,Husband,medium-high,low,39.5-40.5,>=51,>50K
Female,Federal-gov,Associates,White,Never-married,Professional,Not-in-family,high,low,39.5-40.5,42-50,>50K
Male,Self-emp-not-inc,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,34-41,>50K
Male,Self-emp-not-inc,Dropout,White,Married,Blue-Collar,Husband,low,low,40.5-50.5,>=51,>50K
Male,Self-emp-inc,High-School-grad,White,Married,White-Collar,Husband,low,low,<39.5,>=51,>50K
Male,Federal-gov,Bachelors,White,Married,Other,Husband,low,medium-high,>=50.5,34-41,>50K
Male,Private,Bachelors,White,Married,Professional,Husband,high,low,39.5-40.5,42-50,>50K
Male,Federal-gov,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,39.5-40.5,34-41,>50K
Male,Private,High-School-grad,White,Married,White-Collar,Husband,medium-high,low,39.5-40.5,42-50,>50K
Female,Private,High-School-grad,White,Married,Blue-Collar,Wife,low,low,39.5-40.5,>=51,>50K
Male,Private,Doctorate,White,Married,Professional,Husband,medium-high,low,39.5-40.5,>=51,>50K
Male,Self-emp-inc,High-School-grad,Black,Married,Sales,Husband,high,low,39.5-40.5,26-33,>50K
Male,Self-emp-inc,High-School-grad,White,Married,White-Collar,Husband,medium-high,low,39.5-40.5,42-50,>50K
Male,Private,High-School-grad,White,Married,Other,Husband,low,low,39.5-40.5,34-41,>50K
Male,Private,Masters,White,Married,White-Collar,Husband,low,low,39.5-40.5,42-50,>50K
Male,Private,Prof-school,White,Married,Professional,Husband,low,low,40.5-50.5,34-41,>50K
Male,Private,Bachelors,Asian-Pac-Islander,Married,Other,Husband,low,low,39.5-40.5,26-33,>50K
Male,Self-emp-not-inc,Prof-school,White,Married,Professional,Husband,high,low,>=50.5,42-50,>50K
Male,Self-emp-inc,Doctorate,White,Separated,Professional,Not-in-family,low,low,39.5-40.5,42-50,>50K
Male,Federal-gov,High-School-grad,White,Married,Other,Husband,low,low,>=50.5,>=51,>50K
Male,Private,High-School-grad,White,Married,Sales,Husband,medium-high,low,39.5-40.5,26-33,>50K
Male,Private,Associates,Black,Separated,Other,Not-in-family,high,low,39.5-40.5,26-33,>50K
Male,Self-emp-inc,Prof-school,Asian-Pac-Islander,Married,White-Collar,Husband,medium-high,low,39.5-40.5,42-50,>50K
Male,Private,Associates,White,Married,Blue-Collar,Husband,medium-high,low,>=50.5,34-41,>50K
Male,Private,High-School-grad,White,Married,Blue-Collar,Husband,low,low,40.5-50.5,26-33,>50K
Male,Self-emp-inc,Bachelors,White,Never-married,Professional,Not-in-family,low,low,40.5-50.5,26-33,>50K
Male,Private,Bachelors,White,Married,White-Collar,Husband,low,low,40.5-50.5,>=51,>50K
Male,Private,Masters,White,Married,Professional,Husband,medium-high,low,>=50.5,42-50,>50K
Male,Private,Bachelors,White,Married,Sales,Husband,low,low,>=50.5,>=51,>50K
Male,Self-emp-not-inc,Masters,White,Married,White-Collar,Husband,medium-high,low,>=50.5,34-41,>50K
Male,Private,High-School-grad,White,Married,White-Collar,Husband,low,low,40.5-50.5,26-33,>50K
Male,Self-emp-not-inc,Bachelors,White,Married,Professional,Husband,medium-high,low,40.5-50.5,34-41,>50K
Male,Federal-gov,Bachelors,Asian-Pac-Islander,Married,Professional,Husband,low,low,>=50.5,26-33,>50K
Male,Private,Bachelors,White,Married,Admin,Husband,low,low,<39.5,42-50,>50K
Male,Local-gov,Masters,White,Married,Professional,Husband,low,low,39.5-40.5,>=51,>50K
Male,Private,Dropout,White,Married,Blue-Collar,Husband,high,low,39.5-40.5,>=51,>50K
Male,Private,Bachelors,White,Married,White-Collar,Husband,low,low,39.5-40.5,>=51,>50K
