@relation class
@attribute a {1,2,3}
@attribute b {1,2,3}
@attribute c {1,2,3}
@attribute d {1,2,3}
@attribute e {1,2,3}
@attribute f {1,2,3}
@attribute g {1,2,3}
@attribute h {1,2,3}
@attribute i {1,2,3}
@attribute j {1,2,3}
@attribute class {0,1}
@data
2,2,2,3,1,2,2,1,1,2,1
3,1,1,3,1,3,1,1,2,2,1
1,1,2,2,3,3,2,1,2,1,1
2,3,3,3,1,3,3,2,2,1,1
2,2,1,1,1,1,3,1,3,1,1
1,1,2,1,3,3,1,3,3,1,1
2,3,3,2,1,2,1,2,2,2,1
1,1,1,2,1,3,2,3,2,2,1
2,2,2,1,1,1,1,1,3,2,1
1,1,2,2,3,1,3,3,2,1,1
1,1,2,1,2,3,1,2,3,1,1
3,3,1,1,1,3,3,3,2,2,1
2,2,1,3,2,1,3,1,2,2,1
2,3,3,1,1,3,3,2,3,3,1
1,2,2,3,1,2,1,2,2,2,1
2,2,1,2,2,3,3,3,3,2,1
3,3,1,3,1,2,1,1,1,2,1
3,1,2,2,1,2,3,3,3,2,1
2,2,2,1,1,3,1,1,2,2,1
3,3,1,2,1,1,3,3,2,2,1
1,2,3,2,1,2,1,1,1,3,1
3,2,3,3,1,2,3,2,2,3,1
2,2,1,3,3,1,1,3,1,2,1
1,1,3,2,2,3,2,1,3,1,1
2,2,1,1,1,2,1,3,2,2,1
1,1,2,3,2,2,2,3,3,1,1
2,3,2,1,1,1,1,2,2,2,1
3,3,2,1,2,3,2,1,3,3,1
1,1,1,2,1,2,3,3,3,3,1
1,1,3,2,2,3,2,1,2,3,1
1,1,3,2,3,3,3,1,3,3,1
1,2,2,3,1,3,2,2,1,2,1
2,2,2,2,2,1,1,3,3,2,1
1,1,1,3,3,2,3,3,2,2,1
1,1,2,1,1,2,1,3,3,2,1
2,2,2,3,3,1,1,2,1,1,1
3,1,1,2,1,3,2,1,1,1,1
2,1,2,1,1,1,2,3,1,3,1
1,1,1,1,2,1,2,3,1,1,1
2,3,3,3,1,2,1,1,1,3,1
2,2,3,3,1,2,2,1,2,3,1
2,2,2,3,3,1,1,1,1,2,1
1,1,3,1,3,3,1,3,1,3,1
3,3,2,1,3,1,2,2,1,1,1
1,1,1,2,2,3,1,3,2,2,1
3,3,1,2,3,3,1,1,3,1,1
2,3,2,1,1,3,2,3,1,2,1
2,2,1,3,2,3,2,1,3,2,1
2,2,3,2,3,2,3,1,2,1,1
1,1,2,1,3,2,1,2,3,1,1
3,3,1,2,3,3,3,1,3,3,1
2,2,3,1,2,2,2,1,2,2,1
3,3,3,1,1,1,1,1,2,1,1
2,2,1,1,2,2,3,1,2,3,1
3,3,1,3,2,1,1,3,3,2,1
2,2,3,3,1,2,3,3,2,3,1
3,3,3,2,3,3,3,1,2,2,1
1,1,2,3,1,1,3,3,1,3,1
2,2,3,3,1,3,1,3,3,3,1
2,2,2,3,3,1,3,1,3,2,1
1,1,1,1,2,2,3,3,3,2,1
1,1,3,3,2,3,2,3,1,2,1
1,1,2,2,2,3,2,3,3,1,1
3,3,1,3,1,3,3,2,2,3,1
2,2,2,3,2,3,2,2,3,1,1
3,3,3,2,3,2,2,3,3,2,1
2,2,2,1,3,2,3,3,2,2,1
3,1,3,1,1,2,3,2,1,1,1
1,2,1,2,1,3,3,1,1,3,1
1,1,2,2,3,3,3,1,1,3,1
2,2,1,2,2,2,1,1,2,1,1
3,3,3,3,1,1,3,3,3,2,1
3,3,2,2,1,3,1,1,2,3,1
2,2,2,3,1,2,1,2,3,3,1
3,2,2,2,1,2,1,3,2,3,1
2,2,1,1,1,2,1,2,1,1,1
3,3,1,2,2,1,1,1,2,2,1
2,2,1,1,3,2,2,3,2,3,1
3,1,1,1,1,1,1,2,2,1,1
1,1,1,1,3,2,2,1,1,1,1
3,3,3,1,2,2,3,1,3,2,1
3,3,3,3,1,2,2,2,1,3,1
1,3,2,2,1,2,3,1,2,3,1
3,3,1,1,3,3,2,1,2,1,1
3,2,2,1,1,2,1,2,1,1,1
3,3,3,1,3,2,3,2,2,3,1
1,1,3,1,1,1,2,2,3,2,1
2,2,2,1,1,1,1,1,3,3,1
2,2,2,3,1,3,1,2,3,2,1
1,1,1,1,3,3,1,2,1,1,1
1,2,1,2,1,2,3,2,3,3,1
2,2,3,1,2,2,2,2,1,1,1
2,2,2,1,2,2,2,2,1,1,1
2,2,1,2,1,1,3,3,3,3,1
2,3,2,3,1,3,2,1,1,3,1
2,3,2,3,1,2,1,2,2,3,1
3,3,3,1,3,1,1,3,1,1,1
1,3,2,1,1,2,3,1,2,3,1
2,2,3,2,3,1,2,3,3,2,1
3,2,3,2,1,1,2,2,1,2,1
3,3,3,1,3,2,3,1,1,1,1
2,2,1,2,2,1,2,1,1,1,1
1,2,1,2,1,1,3,2,2,1,1
1,1,3,2,2,1,1,1,2,2,1
2,2,2,1,1,1,2,2,3,1,1
2,3,1,3,1,1,2,3,2,2,1
2,1,1,1,1,2,3,1,3,2,1
2,2,3,3,2,2,3,2,3,2,1
3,2,2,3,1,1,1,3,2,3,1
3,3,1,1,3,3,2,2,2,2,1
2,1,3,3,1,2,2,1,1,1,1
3,3,3,2,2,2,2,2,1,2,1
3,3,3,1,2,3,2,2,2,3,1
2,2,1,2,1,2,1,2,3,2,1
2,2,3,3,1,1,3,1,1,3,1
3,1,3,3,1,3,1,3,1,1,1
3,3,3,3,3,3,3,1,3,3,1
3,3,3,1,1,1,3,1,2,2,1
3,3,1,1,3,1,2,2,2,3,1
3,3,3,1,1,1,1,2,1,1,1
2,1,1,1,1,3,3,1,1,1,1
3,3,3,3,3,3,2,2,2,3,1
3,3,1,1,2,3,1,1,3,1,1
1,1,1,1,3,2,3,1,1,3,1
1,1,3,2,2,1,1,3,1,2,1
2,3,2,3,1,1,1,3,1,1,1
3,3,1,3,3,1,2,3,3,1,1
1,1,3,3,2,1,2,3,3,2,1
1,1,3,3,1,3,2,1,2,2,1
2,1,1,2,1,3,2,3,2,2,1
1,2,2,1,1,1,3,2,2,2,1
1,1,1,2,1,2,3,2,1,2,1
1,1,1,2,1,1,2,3,2,3,1
2,2,2,3,1,3,3,1,1,1,1
2,2,3,1,2,1,2,2,3,3,1
3,2,2,2,1,1,3,3,3,3,1
3,1,3,3,1,2,3,3,3,3,1
1,3,3,3,1,2,2,3,2,2,1
2,2,1,3,3,2,1,2,2,3,1
3,3,1,1,1,2,3,3,1,2,1
1,1,3,2,3,1,1,1,1,2,1
2,2,1,1,3,2,2,1,1,3,1
2,1,2,2,1,1,3,1,3,1,1
1,1,3,1,1,1,2,2,1,2,1
2,2,3,2,1,3,2,3,2,1,1
3,3,1,2,2,3,3,1,1,1,1
3,3,3,1,1,2,2,3,2,2,1
3,3,3,2,1,2,3,2,3,1,1
1,2,2,1,1,1,1,3,3,3,1
1,1,1,2,2,3,1,2,2,2,1
2,1,2,2,1,2,1,2,3,2,1
3,3,2,3,2,3,3,3,2,2,1
2,2,1,3,3,2,2,3,1,3,1
2,2,2,3,1,1,1,3,1,2,1
3,3,1,3,3,1,1,3,1,3,1
2,2,2,2,1,1,2,1,1,1,1
1,1,3,2,2,1,2,2,3,3,1
2,2,3,1,1,1,3,3,3,1,1
2,2,1,3,1,1,1,2,2,3,1
1,1,3,1,1,2,3,3,1,1,1
1,3,3,1,1,2,1,1,1,3,1
3,2,2,3,1,2,2,2,1,2,1
2,3,3,1,1,3,3,3,3,3,1
3,2,3,2,1,2,1,1,2,3,1
3,1,3,3,1,3,3,2,1,3,1
3,3,1,2,1,1,1,3,1,3,1
3,3,2,3,1,1,3,3,2,1,1
2,1,1,3,1,3,1,3,1,2,1
1,1,2,1,1,3,1,2,2,3,1
1,1,2,1,3,3,1,1,3,2,1
3,3,3,3,1,1,1,2,1,3,1
2,1,2,1,1,2,2,2,1,2,1
2,3,2,3,1,2,2,1,1,3,1
2,2,2,3,1,3,3,3,2,1,1
3,3,2,3,3,2,1,1,3,2,1
1,2,3,1,1,1,1,2,1,2,1
3,2,1,3,1,3,2,2,2,3,1
1,3,1,1,1,2,1,3,1,2,1
3,1,2,2,1,2,2,2,2,2,1
2,3,2,2,1,3,2,1,2,1,1
3,2,3,1,1,1,2,1,1,2,1
3,3,3,3,2,2,1,2,2,3,1
3,1,1,2,1,1,2,3,2,1,1
2,2,2,2,2,2,3,2,3,2,1
3,3,3,2,3,3,3,1,1,3,1
1,3,2,3,1,3,3,2,3,2,1
3,3,1,2,3,3,3,3,3,3,1
1,1,1,3,1,1,3,2,3,1,1
1,1,3,2,3,3,3,2,2,3,1
3,2,2,3,1,1,1,2,3,1,1
3,3,3,3,1,3,2,2,1,2,1
2,2,3,2,3,1,2,2,3,1,1
2,2,2,2,2,3,1,1,1,2,1
3,3,3,2,1,2,1,2,1,2,1
1,1,3,2,2,2,1,2,2,2,1
1,1,2,2,3,1,1,1,1,3,1
3,2,3,2,1,3,2,1,2,1,1
3,3,1,3,3,3,2,2,3,2,1
1,3,1,1,1,2,1,3,2,3,1
1,1,2,3,1,2,1,2,2,2,1
2,2,3,1,1,2,1,1,3,2,1
2,2,2,3,1,3,3,1,1,1,1
3,3,1,1,1,2,1,3,3,2,1
1,3,2,3,1,1,1,1,2,3,1
3,2,2,1,1,2,2,1,2,2,1
3,3,1,3,2,3,2,3,2,1,1
1,1,1,2,3,3,1,2,1,1,1
3,3,1,3,3,1,3,2,2,1,1
3,1,1,3,1,1,3,2,1,2,1
1,2,1,2,1,3,2,2,2,3,1
3,3,3,3,2,1,2,3,3,1,1
2,1,3,1,1,1,1,2,1,1,1
1,1,3,3,1,2,3,2,2,3,1
3,2,1,1,1,1,2,3,1,2,1
2,2,3,1,1,1,2,3,2,3,1
3,3,1,2,2,2,3,1,2,2,1
1,3,2,1,1,1,1,2,3,2,1
1,3,3,3,1,3,1,3,3,3,1
1,1,1,1,1,1,1,2,2,3,1
2,2,3,3,2,1,2,1,1,1,1
3,1,1,3,1,1,3,1,3,3,1
1,1,2,2,2,1,2,2,3,3,1
3,3,2,1,3,2,2,3,2,1,1
1,1,1,2,1,3,2,1,1,1,1
3,2,2,1,1,3,1,3,2,3,1
1,1,2,3,2,1,3,1,3,1,1
2,1,3,3,1,2,1,1,1,1,1
2,2,2,1,3,2,3,2,3,3,1
1,1,1,1,3,2,1,3,1,3,1
2,2,2,2,2,3,3,3,2,3,1
1,3,2,3,1,3,3,1,1,2,1
1,1,3,3,3,2,3,2,1,1,1
3,3,1,1,2,2,3,3,2,1,1
3,2,2,2,1,1,3,3,1,1,1
1,2,1,2,1,3,1,1,2,1,1
1,2,3,1,1,2,1,3,3,1,1
1,3,3,3,1,2,2,3,3,3,1
2,1,1,2,1,1,1,2,3,3,1
3,3,1,3,1,3,3,3,2,1,1
3,3,3,3,1,1,1,2,3,1,1
3,1,2,3,1,1,1,3,1,1,1
2,3,1,3,1,3,2,2,2,3,1
3,3,1,3,3,1,1,3,1,3,1
2,2,3,1,3,1,1,1,2,1,1
3,3,1,3,3,2,2,3,2,1,1
2,2,1,3,3,2,3,2,3,3,1
2,2,1,2,2,2,1,3,1,2,1
2,2,1,3,2,2,2,2,2,1,1
1,1,1,1,2,3,2,2,3,2,1
3,3,1,1,2,1,2,2,3,2,1
3,2,3,3,1,3,3,1,3,3,1
2,2,2,3,3,3,3,2,2,2,1
1,1,2,1,1,2,1,2,1,2,1
1,2,3,1,1,2,2,2,3,3,1
1,3,1,2,1,2,3,1,2,1,1
3,2,3,3,1,3,2,3,1,1,1
2,1,2,2,1,2,2,3,1,3,1
3,1,3,3,1,1,2,2,3,2,1
3,3,1,2,3,2,3,3,2,1,1
1,1,2,2,2,2,1,3,1,1,1
1,3,1,3,1,2,3,1,1,1,1
1,1,1,2,2,3,1,3,2,2,1
1,1,2,1,1,2,2,3,3,3,1
2,2,2,3,3,1,3,3,1,1,1
3,3,2,1,1,1,3,2,3,3,1
3,2,1,1,1,3,1,1,1,3,1
1,3,3,1,1,3,2,3,1,2,1
3,3,3,1,2,3,3,2,2,2,1
1,2,3,1,1,1,1,2,2,1,1
3,1,2,1,1,2,2,3,1,3,1
3,1,2,2,1,1,3,3,1,3,1
3,2,1,3,1,3,2,3,1,1,1
2,2,3,2,3,2,2,2,2,2,1
2,2,2,2,3,3,3,3,1,2,1
3,3,2,3,2,3,3,3,3,2,1
3,3,2,2,1,1,3,1,2,2,1
1,1,3,2,2,3,3,3,2,1,1
3,2,3,1,1,2,2,2,3,3,1
1,1,1,3,3,2,2,3,2,2,1
3,1,1,3,1,1,2,2,3,3,1
3,3,2,2,3,3,3,3,3,1,1
1,1,3,3,1,2,3,2,1,3,1
3,3,1,2,2,3,3,1,1,2,1
3,2,1,1,1,3,1,2,3,2,1
3,3,1,3,1,2,2,3,3,3,1
2,2,2,2,3,2,2,2,1,1,1
3,1,3,3,1,3,1,3,2,2,1
2,2,3,1,3,1,1,3,3,1,1
3,1,3,1,1,1,1,3,1,3,1
1,1,3,3,2,3,3,3,2,3,1
2,1,2,1,1,3,2,2,3,3,1
3,3,3,1,1,1,3,3,2,3,1
2,2,2,3,2,2,3,3,1,2,1
2,2,1,1,3,1,3,3,2,1,1
3,2,1,3,1,2,1,3,1,2,1
3,3,1,3,3,1,2,2,3,3,1
1,3,2,3,1,3,2,1,1,2,1
1,1,3,1,2,3,1,2,2,2,1
1,1,1,1,2,1,2,2,1,3,1
2,2,2,1,3,2,3,2,1,2,1
1,1,2,3,2,3,2,1,2,2,1
1,1,1,3,3,3,2,2,2,3,1
3,2,1,3,1,2,3,3,3,3,1
2,1,1,2,1,3,3,3,2,3,1
3,3,2,3,2,2,3,3,3,3,1
3,3,2,3,2,3,3,3,2,3,1
3,3,1,3,1,2,1,2,3,2,1
2,2,3,2,1,1,2,3,3,1,1
1,1,3,3,1,2,2,1,3,2,1
1,1,3,1,2,2,1,2,1,3,1
1,1,2,3,1,1,1,2,2,2,1
2,2,3,3,1,2,3,1,3,2,1
1,1,2,2,3,2,2,3,1,2,1
3,3,2,2,3,2,2,3,1,2,1
3,3,2,1,3,1,1,3,1,1,1
2,1,1,3,1,3,1,3,2,3,1
3,2,2,3,1,1,1,3,1,2,1
3,3,2,3,1,3,2,1,1,1,1
1,1,3,1,3,3,3,2,3,1,1
1,1,3,3,3,2,3,2,3,1,1
1,2,2,3,1,2,3,1,3,2,1
1,1,1,2,1,3,1,3,1,3,1
1,1,1,1,1,3,2,3,3,3,1
3,3,1,3,1,3,1,3,3,2,1
2,2,1,2,3,1,1,2,1,2,1
2,3,3,3,1,3,3,3,3,3,1
2,2,3,1,1,3,3,1,1,3,1
1,1,3,3,1,2,3,2,1,3,1
3,3,3,2,3,1,1,1,1,2,1
3,3,3,3,2,3,3,2,1,2,1
1,1,3,1,1,2,2,3,3,3,1
1,1,2,1,3,3,1,3,2,1,1
2,3,3,3,1,1,1,3,3,3,1
2,2,1,3,1,2,2,3,3,2,1
1,1,1,1,2,2,2,1,2,1,1
1,3,2,3,1,2,1,2,1,3,1
3,3,1,3,1,1,1,1,1,2,1
1,2,2,3,1,1,1,2,3,3,1
2,2,1,1,1,1,3,2,1,3,1
2,2,2,3,2,3,3,2,2,3,1
2,3,2,1,1,1,3,1,1,1,1
3,3,1,1,2,1,1,1,3,3,1
2,2,2,3,1,1,2,2,3,3,1
1,1,2,3,2,1,3,3,1,2,1
3,3,1,1,3,3,2,3,1,1,1
3,3,3,1,2,2,3,3,3,2,1
2,2,1,1,1,3,1,3,2,3,1
2,3,1,1,1,2,1,2,1,3,1
1,2,3,3,1,1,2,2,2,1,1
3,3,1,3,2,3,2,3,2,1,1
3,2,2,1,1,2,3,1,3,1,1
2,3,2,2,1,2,1,3,3,2,1
3,3,2,3,2,2,1,3,3,1,1
2,2,2,3,3,2,1,2,3,2,1
3,1,2,2,1,3,3,3,1,3,1
3,3,1,1,1,1,2,2,1,2,1
3,1,2,1,1,2,1,1,2,3,1
1,1,1,3,1,2,3,2,2,1,1
3,3,3,3,2,3,2,2,3,1,1
3,2,2,2,1,2,3,2,2,3,1
2,3,1,2,1,3,1,3,2,3,1
2,2,1,1,1,3,1,1,3,2,1
2,2,2,3,3,1,2,1,2,1,1
3,2,3,2,1,1,3,1,2,2,1
2,2,2,2,1,2,1,1,1,3,1
3,3,2,2,3,3,2,3,1,3,1
3,3,3,1,2,2,3,1,2,1,1
3,3,3,2,1,3,1,2,1,3,1
3,3,1,3,1,1,3,3,2,3,1
2,3,1,2,1,2,2,3,2,1,1
2,1,1,2,1,3,3,3,2,1,1
1,2,1,3,1,2,2,1,3,3,1
3,3,3,1,1,2,3,1,2,3,1
1,1,1,1,2,2,1,1,1,3,1
2,2,3,3,3,1,2,3,2,2,1
2,2,1,3,2,3,3,3,3,2,1
1,1,3,1,2,2,3,3,1,2,1
1,1,3,1,2,2,1,2,3,1,1
2,2,2,2,3,2,3,1,2,1,1
3,3,1,2,1,2,3,2,1,1,1
2,1,2,3,1,3,2,1,3,1,1
3,2,2,3,1,2,1,2,2,2,1
2,2,1,1,2,3,3,2,3,3,1
3,1,2,3,1,1,2,2,2,1,1
3,3,2,2,2,2,1,3,1,2,1
3,3,1,2,1,1,3,3,1,1,1
1,1,1,1,2,2,1,2,2,2,1
2,2,2,2,2,1,2,2,1,1,1
2,1,1,2,1,1,3,3,2,2,1
3,3,3,2,1,2,3,2,1,1,1
1,2,2,3,1,1,3,2,3,2,1
2,2,2,3,2,2,1,2,1,1,1
2,1,3,1,1,1,1,1,1,2,1
3,3,1,2,2,1,2,1,3,2,1
1,1,2,1,2,2,1,2,1,3,1
1,1,3,3,1,3,2,2,3,3,1
2,1,2,1,1,1,3,1,2,3,1
1,1,2,2,3,3,2,3,2,3,1
2,2,2,2,2,2,3,3,1,3,1
2,2,2,1,3,2,1,2,3,2,1
1,1,2,1,1,2,2,1,1,2,1
2,2,2,3,3,2,1,2,2,3,1
1,1,2,1,3,1,3,3,1,3,1
2,2,3,3,1,3,1,1,3,1,1
1,3,2,1,1,2,1,3,3,1,1
2,1,2,2,1,3,3,1,1,3,1
3,2,1,3,1,1,2,1,2,3,1
1,1,1,3,3,3,1,3,3,1,1
1,1,2,3,1,2,2,3,1,1,1
1,2,2,2,1,3,2,1,1,2,1
2,2,3,3,2,2,2,1,2,2,1
1,1,3,1,1,3,1,1,2,1,1
3,1,3,2,1,1,3,1,3,3,1
1,1,2,2,3,1,1,2,3,2,1
3,3,2,3,1,1,2,2,2,3,1
3,1,3,1,1,2,1,1,3,2,1
2,2,1,1,2,2,1,3,2,3,1
2,1,3,3,1,1,3,2,2,1,1
3,3,2,2,2,2,2,3,2,3,1
3,1,2,2,1,3,1,3,3,1,1
2,2,1,1,1,2,1,3,2,2,1
2,3,1,2,1,2,3,3,2,1,1
2,1,3,1,1,1,1,1,2,3,1
3,3,1,2,1,3,3,1,3,3,1
1,1,3,1,2,2,1,2,2,2,1
1,1,1,1,2,3,3,3,2,1,1
2,3,3,1,1,3,3,2,3,1,1
1,1,3,3,1,1,2,1,1,3,1
3,3,2,2,2,3,3,2,1,1,1
1,2,2,2,1,3,1,2,2,2,1
2,2,1,1,3,2,2,1,3,1,1
1,1,3,3,1,2,1,3,1,2,1
3,3,2,3,3,1,1,2,2,1,1
2,1,1,2,1,2,3,3,3,2,1
2,2,1,3,3,1,2,1,1,3,1
3,3,2,3,1,1,3,3,2,1,1
3,3,1,2,3,3,2,3,1,2,1
1,2,3,3,1,3,1,2,1,2,1
1,1,2,3,3,2,2,3,2,3,1
1,2,1,2,1,2,3,2,2,2,1
3,3,1,2,2,1,3,3,3,3,1
2,2,3,3,1,1,1,1,2,2,1
3,3,2,3,1,2,3,2,3,1,1
1,1,2,3,1,1,1,1,1,2,1
2,3,3,3,1,1,2,1,3,1,1
3,3,3,1,3,2,2,2,3,2,1
1,3,3,2,1,2,1,3,2,1,1
3,1,1,2,1,1,1,2,2,1,1
1,1,2,3,2,3,1,1,3,1,1
1,1,2,1,3,1,2,2,3,3,1
1,3,2,1,1,1,2,1,1,2,1
1,2,1,1,1,1,1,1,1,3,1
3,1,3,2,1,2,3,3,2,2,1
1,1,2,2,3,2,2,1,3,1,1
3,1,3,1,1,2,3,1,2,2,1
2,2,3,3,3,3,2,2,2,3,1
3,3,3,1,3,1,2,1,1,3,1
3,3,2,3,2,3,2,2,1,3,1
2,1,1,2,1,2,2,2,3,2,1
3,3,1,1,1,3,1,3,2,1,1
3,3,2,1,2,3,1,2,1,3,1
2,1,1,1,1,1,1,2,3,1,1
1,3,1,3,1,2,3,1,1,3,1
1,1,2,2,2,2,1,1,3,3,1
2,1,3,3,1,1,3,2,1,3,1
2,2,2,1,1,2,2,2,1,3,1
1,1,2,1,1,3,3,2,3,3,1
1,1,3,3,2,3,1,2,3,1,1
3,3,1,3,1,3,3,3,1,1,1
3,3,3,1,1,1,1,1,2,3,1
2,3,3,2,1,1,1,3,1,2,1
2,1,1,2,1,1,3,2,3,3,1
2,2,3,2,3,2,1,2,2,1,1
2,2,1,3,1,3,1,1,2,2,1
1,1,1,1,2,1,2,3,1,3,1
1,1,2,1,1,1,1,1,3,3,1
3,3,3,2,1,3,1,1,2,1,1
2,2,1,3,3,2,1,3,3,1,1
2,3,2,3,1,3,2,1,1,2,1
2,2,2,3,1,1,2,2,2,1,1
3,2,2,1,1,1,3,1,1,2,1
1,1,3,2,3,3,2,3,3,2,1
2,2,1,3,3,1,3,2,3,2,1
1,1,3,3,2,3,2,3,2,2,1
2,2,1,1,3,2,3,3,2,3,1
1,2,2,3,1,1,1,1,1,3,1
1,1,1,2,3,2,1,2,2,2,1
2,1,2,1,1,2,1,2,1,3,1
1,2,1,3,1,1,2,3,2,1,1
3,3,1,3,3,2,3,1,3,3,1
2,2,2,2,3,1,3,2,3,3,1
2,2,2,1,2,2,3,1,3,2,1
2,3,3,3,1,3,3,3,3,3,1
2,2,2,3,2,1,3,1,1,1,1
1,1,3,1,3,2,1,2,1,2,1
1,1,3,1,1,1,3,2,3,2,1
1,1,3,1,3,2,2,3,1,1,1
3,3,1,3,3,2,2,2,1,1,1
2,2,2,1,3,1,3,2,2,1,1
2,3,2,1,1,3,2,2,1,2,1
2,2,1,1,1,1,2,1,3,1,1
3,3,3,3,3,3,3,3,3,3,1
2,1,2,2,1,3,2,3,3,1,1
1,3,3,2,1,2,3,2,1,3,1
1,1,3,3,1,3,1,2,1,2,1
2,2,3,1,3,3,1,3,3,1,1
3,2,1,2,1,2,1,3,1,2,1
3,1,2,2,1,3,3,1,1,1,1
3,3,2,1,3,1,3,2,2,2,1
3,2,1,2,1,1,2,2,3,3,1
2,1,2,1,1,2,2,3,1,2,1
1,1,3,2,1,2,1,3,1,1,1
3,3,1,2,1,2,1,2,3,3,1
3,3,3,2,1,2,3,1,3,1,1
3,3,2,1,3,2,3,1,3,1,1
3,2,1,1,1,2,2,2,3,1,1
3,3,2,2,1,3,2,3,2,3,1
1,2,2,1,1,1,3,3,1,3,1
2,1,2,1,1,1,2,2,1,1,1
1,1,1,1,1,2,2,3,2,2,1
1,1,1,3,3,1,2,3,2,2,1
2,2,3,1,2,3,3,1,1,1,1
3,3,2,1,2,3,1,1,2,3,1
3,3,1,3,3,3,3,2,2,3,1
1,1,1,2,1,3,1,3,3,1,1
1,2,3,3,1,2,2,2,2,2,1
1,1,3,1,2,2,1,3,3,1,1
1,2,1,2,1,1,2,2,3,2,1
3,3,3,3,3,1,3,2,1,1,1
3,2,2,3,1,2,1,3,3,1,1
3,3,3,2,3,3,2,3,1,3,1
2,2,2,2,3,2,3,1,2,3,1
3,3,3,2,2,2,3,3,2,3,1
2,2,1,2,3,2,3,3,2,1,1
1,1,1,2,1,1,1,2,3,3,1
2,2,3,1,2,2,2,1,3,3,1
3,2,2,3,1,2,1,3,1,3,1
1,1,2,2,1,2,2,1,2,3,1
3,3,2,2,3,1,3,1,2,3,1
1,3,2,1,1,1,3,1,2,1,1
1,1,3,1,3,3,3,2,2,3,1
3,3,2,1,1,1,2,1,2,2,1
3,3,2,1,3,1,2,3,3,1,1
1,1,2,1,3,1,1,3,1,1,1
3,3,2,1,2,1,1,1,2,2,1
3,3,1,1,3,3,3,1,3,3,1
1,3,3,1,1,3,3,2,3,3,1
1,1,3,3,1,2,3,1,1,2,1
1,3,1,2,1,2,3,2,1,3,1
2,1,1,3,1,3,2,2,3,1,1
2,2,3,2,1,1,3,1,1,2,1
2,2,1,2,1,3,3,2,3,1,1
2,1,3,1,1,2,3,1,3,2,1
2,3,2,1,1,2,2,3,3,2,1
1,2,2,3,1,1,2,1,2,1,1
2,2,1,2,1,1,2,2,1,2,1
1,1,3,2,1,2,2,2,3,3,1
2,2,2,1,2,1,3,3,1,3,1
3,1,3,1,1,1,2,3,3,2,1
1,1,2,2,3,3,2,2,3,2,1
1,3,3,1,1,2,3,1,3,3,1
1,1,2,3,3,2,1,3,3,1,1
3,3,2,2,1,2,1,1,2,2,1
3,3,2,2,3,2,1,2,2,1,1
3,3,3,1,3,3,2,2,1,1,1
3,3,1,2,1,3,2,3,1,3,1
3,3,2,3,2,1,2,3,1,1,1
3,2,2,2,1,2,1,3,2,2,1
3,3,3,1,1,2,3,2,3,2,1
1,2,3,2,1,3,3,2,1,2,1
1,1,3,1,3,2,3,2,1,3,1
1,1,3,3,1,1,3,1,1,2,1
3,3,2,2,3,3,2,1,1,1,1
1,2,2,1,1,2,1,2,3,1,1
3,3,1,3,1,2,2,3,2,2,1
3,3,3,1,3,3,2,2,1,3,1
1,1,1,2,3,3,1,1,1,2,1
2,2,3,2,1,3,3,2,2,3,1
1,1,2,2,1,1,1,2,1,3,1
3,3,3,1,3,2,3,1,1,2,1
1,1,3,2,3,1,2,2,2,3,1
2,2,2,3,3,3,3,3,2,2,1
2,1,1,2,1,3,3,3,1,2,1
1,1,1,3,2,2,2,3,3,2,1
2,2,3,1,1,2,2,2,1,1,1
2,2,3,2,3,1,1,2,2,3,1
3,3,3,2,1,2,1,3,3,2,1
1,1,3,3,3,1,1,1,2,1,1
2,3,2,2,1,3,3,3,3,2,1
2,2,3,2,3,2,1,3,2,3,1
2,2,1,1,1,1,3,2,2,3,1
3,3,3,3,1,3,2,1,3,1,1
2,2,2,2,1,1,2,2,1,2,1
2,2,2,1,3,3,2,1,2,2,1
1,3,1,2,1,1,3,2,3,3,1
2,2,2,3,3,3,3,3,2,2,1
1,3,2,3,1,2,2,1,3,3,1
2,3,2,1,1,3,2,1,1,1,1
3,3,2,1,3,2,3,3,3,2,1
2,2,1,3,1,3,1,3,3,1,1
2,2,3,3,2,3,3,1,1,2,1
3,1,3,3,1,3,3,1,3,2,1
2,2,3,2,3,2,2,1,3,3,1
3,3,1,1,1,1,1,2,3,1,1
1,1,2,1,1,2,1,1,2,2,1
1,3,1,2,1,1,1,1,2,3,1
1,1,3,3,3,3,2,3,1,3,1
2,2,1,1,3,1,3,1,1,1,1
2,1,2,3,1,1,2,2,1,1,1
1,1,1,1,3,2,1,3,2,1,1
1,1,2,3,1,1,3,3,3,1,1
2,3,2,3,1,2,1,1,2,1,1
1,1,2,2,3,1,3,2,3,2,1
3,3,3,1,1,2,1,3,3,2,1
3,3,3,2,1,3,1,1,3,3,1
3,2,1,2,1,1,3,2,3,1,1
3,3,3,2,1,3,3,2,2,2,1
3,3,1,1,1,1,3,2,3,1,1
1,2,3,1,1,1,2,2,1,2,1
3,3,1,2,3,1,1,3,2,2,1
1,2,3,3,1,1,1,3,3,3,1
2,2,2,1,1,2,2,2,2,3,1
3,3,3,1,2,3,2,3,1,1,1
1,1,2,3,2,3,3,1,2,2,1
1,1,2,1,1,3,1,3,3,2,1
3,1,2,1,1,3,1,1,1,1,1
3,1,3,2,1,3,2,1,3,2,1
2,2,3,2,3,3,1,2,3,2,1
3,3,2,3,3,1,1,3,2,3,1
